ID,Name,Brand,Designer,Availability,Online,Description,Type,Material,Country,Color,Depth,Height,Width,Volumn,OldPrice,Price,ChangeAmount,Discount,CurrentPrice,Shipment,Link,Images,Feedback,Ranking
80339790,HACKÅS,HACKÅS,J Löfgren/J Pettersson,TRUE,TRUE,"        Knob,          15 mm",Bookcases & shelving units,,,,18,,24,0,,17,,,,,https://www.ikea.com/sa/en/p/hackas-knob-anthracite-80339790/,,0,0
89305540,KIVIK,KIVIK,Ola Wihlborg,TRUE,TRUE,"        Corner sofa, 5-seat",Sofas & armchairs,,,,163,83,347,4694563,,5945,,,,,https://www.ikea.com/sa/en/p/kivik-corner-sofa-5-seat-with-chaise-longue-skiftebo-dark-grey-s89305540/,,0,0
79211759,NORDLI,NORDLI,Ola Wihlborg,TRUE,TRUE,"        Chest of 8 drawers,          120x99 cm",Chests of drawers & drawer units,,,,47,99,120,558360,,1320,,,,,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-anthracite-s79211759/,,0,0
70284203,ASKEBY,ASKEBY,"702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover.",TRUE,TRUE,        Two-seat sofa-bed,Sofas & armchairs,,,,72,72,149,772416,,995,,,,,https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/,,0,0
69057522,TYSSEDAL,TYSSEDAL,Ebba Strandmark/IKEA of Sweden,TRUE,TRUE,"        Bed frame,          140x200 cm",Beds,,,,,,147,0,,1395,,,,,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/,,0,0
49278341,BRIMNES,BRIMNES,IKEA of Sweden/K Hagberg/M Hagberg,TRUE,TRUE,"        Bed frame w storage and headboard,          90x200 cm",Beds,,,,54,110,96,570240,,895,,,,,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,,0,0
40309257,HEMNES,HEMNES,Carina Bengs,TRUE,TRUE,"        Sideboard,          157x88 cm",Cabinets & cupboards,,,,47,88,157,649352,,1395,,,,,https://www.ikea.com/sa/en/p/hemnes-sideboard-white-stain-40309257/,,0,0
10346077,ANVÄNDBAR,ANVÄNDBAR,Mikael Axelsson,TRUE,TRUE,"        Table,          180x98 cm",Tables & desks,,,,,74,98,0,,476,,,,,https://www.ikea.com/sa/en/p/anvaendbar-table-bamboo-white-10346077/,,0,0
59221660,PAX,PAX,IKEA of Sweden/Ehlén Johansson/Ebba Strandmark,TRUE,TRUE,"        Wardrobe,          300x60x236 cm",Wardrobes,,,,60,236,300,4248000,,5240,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-undredal-undredal-glass-s59221660/,,0,0
30371056,SKÄRHAMN,SKÄRHAMN,Ebba Strandmark,TRUE,TRUE,"        Knob,          30 mm",Cabinets & cupboards,,,,35,,,0,,39,,,,,https://www.ikea.com/sa/en/p/skaerhamn-knob-black-chrome-plated-30371056/,,0,0
99127608,PAX,PAX,IKEA of Sweden/Ehlén Johansson,TRUE,TRUE,"        Wardrobe,          150x60x201 cm",Wardrobes,,,,60,201,150,1809000,,1960,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-vikedal-s99127608/,,0,0
29262435,SJÄLLAND,SJÄLLAND,David Wahl,TRUE,TRUE,"        Table, outdoor,          71x71x73 cm",Outdoor furniture,,,,,73,71,0,,356,,,,,https://www.ikea.com/sa/en/p/sjaelland-table-outdoor-dark-grey-light-grey-s29262435/,,0,0
70348785,SKÄRHAMN,SKÄRHAMN,Ebba Strandmark,TRUE,TRUE,"        Knob,          22 mm",Bookcases & shelving units,,,,24,,,0,,29,,,,,https://www.ikea.com/sa/en/p/skaerhamn-knob-black-chrome-plated-70348785/,,0,0
29208194,FLINTAN / NOMINELL,FLINTAN / NOMINELL,Henrik Preutz/Olle Lundberg,TRUE,TRUE,        Office chair with armrests,Chairs,,,,69,,74,0,,370,,,,,https://www.ikea.com/sa/en/p/flintan-nominell-office-chair-with-armrests-black-s29208194/,,0,0
70239710,STOCKHOLM,STOCKHOLM,Ola Wihlborg,TRUE,TRUE,"        Coffee table,          180x59 cm",Tables & desks,,,,,40,59,0,,995,,,,,https://www.ikea.com/sa/en/p/stockholm-coffee-table-walnut-veneer-70239710/,,0,0
60357737,UTTER,UTTER,K Hagberg/M Hagberg,TRUE,TRUE,        Children's table,Outdoor furniture,,,,,43,42,0,,45,,,,,https://www.ikea.com/sa/en/p/utter-childrens-table-in-outdoor-white-60357737/,,0,0
69208031,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        Storage combination with doors,          180x42x112 cm",Cabinets & cupboards,,,,42,112,180,846720,,1600.5,,,,,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-light-grey-clear-glass-s69208031/,,0,0
89280766,EKEDALEN / BERNHARD,EKEDALEN / BERNHARD,Ola Wihlborg/Ehlén Johansson,TRUE,TRUE,"        Table and 4 chairs,          120/180 cm",Chairs,,,,,,,0,,3775,,,,,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-4-chairs-white-mjuk-golden-brown-s89280766/,,0,0
69330159,PAX / AULI,PAX / AULI,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe combination,          150x66x236 cm",Wardrobes,,,,66,236,150,2336400,,2255,,,,,https://www.ikea.com/sa/en/p/pax-auli-wardrobe-combination-brown-stained-ash-effect-mirror-glass-s69330159/,,0,0
69229217,EKEDALEN / BERNHARD,EKEDALEN / BERNHARD,Ehlén Johansson/Ola Wihlborg,TRUE,TRUE,"        Table and 6 chairs,          180/240 cm",Tables & desks,,,,,,,0,,5465,,,,,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-6-chairs-brown-mjuk-white-s69229217/,,0,0
10423886,NORDEN,NORDEN,"104.238.86 Small, neat dimensions make the table easy to furnish with, even when space is limited.Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.You can store for example cutlery, table napkins and candles in the 6 drawers under the table top.This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.Seats 2-4.Only recommended for indoor use.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.Combines with other furniture in the NORDEN series.",TRUE,TRUE,"        Gateleg table,          26/89/152x80 cm",Tables & desks,,,,,74,80,0,,899,,,,,https://www.ikea.com/sa/en/p/norden-gateleg-table-white-10423886/,,0,0
99129004,PÅHL,PÅHL,S Fager/J Jelinek,TRUE,TRUE,"        Desk with shelf unit,          128x58 cm",Tables & desks,,,,58,,128,0,,450,,,,,https://www.ikea.com/sa/en/p/pahl-desk-with-shelf-unit-white-s99129004/,,0,0
20400276,TRULSTORP,TRULSTORP,204.002.76 One half of the table top can be raised to a more comfortable height for eating or maybe surfing on your laptop.Practical storage space underneath the table top.You can eat comfortably at your coffee table by raising the table top.,TRUE,TRUE,"        Coffee table,          115x70 cm",Tables & desks,,,,,40,70,0,,645,,,,,https://www.ikea.com/sa/en/p/trulstorp-coffee-table-white-20400276/,,0,0
40347508,ENERYDA,ENERYDA,Francis Cayouette,TRUE,TRUE,"        Knob,          27 mm",TV & media furniture,,,,,,,0,,22,,,,,https://www.ikea.com/sa/en/p/eneryda-knob-brass-colour-40347508/,,0,0
19252856,STUVA / FRITIDS,STUVA / FRITIDS,Ebba Strandmark/IKEA of Sweden,TRUE,TRUE,"        Wardrobe,          60x50x192 cm",Wardrobes,,,,50,192,60,576000,,675,,,,,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s19252856/,,0,0
49298594,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        TV bench,          180x42x39 cm",Bookcases & shelving units,,,,42,39,180,294840,,990,,,,,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-selsviken-high-gloss-dark-red-brown-s49298594/,,0,0
79305512,KIVIK,KIVIK,Ola Wihlborg,TRUE,TRUE,        Chaise longue,Chairs,,,,163,83,90,1217610,,1300,,,,,https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/,,0,0
99215681,LINNMON / GODVIN,LINNMON / GODVIN,IKEA of Sweden,TRUE,TRUE,"        Table,          150x75 cm",Tables & desks,,,,,74,75,0,,205,,,,,https://www.ikea.com/sa/en/p/linnmon-godvin-table-beige-white-s99215681/,,0,0
30415036,NORDLI,NORDLI,Ola Wihlborg,TRUE,TRUE,"        Modular chest of drawers,          40x45 cm",Chests of drawers & drawer units,,,,47,45,40,84600,,240,,,,,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-drawers-anthracite-30415036/,,0,0
246196,MARIUS,MARIUS,Ola Wihlborg,TRUE,TRUE,        Stool,Chairs,,,,,,40,0,,25,,,,,https://www.ikea.com/sa/en/p/marius-stool-red-00246196/,,0,0
49287618,PAX,PAX,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe,          150x60x236 cm",Wardrobes,,,,60,236,150,2124000,,1760,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-forsand-brown-stained-ash-effect-s49287618/,,0,0
49151276,SÖDERHAMN,SÖDERHAMN,Ola Wihlborg,TRUE,TRUE,        Armchair,Sofas & armchairs,,,,99,83,105,862785,,1174,,,,,https://www.ikea.com/sa/en/p/soederhamn-armchair-samsta-light-pink-s49151276/,,0,0
80398628,GRÖNLID,GRÖNLID,Francis Cayouette,TRUE,TRUE,        Chaise longue section,Sofas & armchairs,,,,164,104,81,1381536,,1600,,,,,https://www.ikea.com/sa/en/p/groenlid-chaise-longue-section-kimstad-dark-brown-80398628/,,0,0
50413847,KIVIK,KIVIK,Ola Wihlborg,TRUE,TRUE,        Cover for chaise longue,Sofas & armchairs,,,,,,,0,,250,,,,,https://www.ikea.com/sa/en/p/kivik-cover-for-chaise-longue-orrsta-red-50413847/,,0,0
99239502,NORDLI,NORDLI,Ola Wihlborg,TRUE,TRUE,"        Chest of 7 drawers,          80x122 cm",Chests of drawers & drawer units,,,,47,122,80,458720,,1060,,,,,https://www.ikea.com/sa/en/p/nordli-chest-of-7-drawers-white-s99239502/,,0,0
30094592,POÄNG,POÄNG,Noboru Nakamura,TRUE,TRUE,        Footstool cushion,Sofas & armchairs,,,,,7,60,0,,250,,,,,https://www.ikea.com/sa/en/p/poaeng-footstool-cushion-glose-robust-dark-brown-30094592/,,0,0
50404824,BERNHARD,BERNHARD,Ola Wihlborg,TRUE,TRUE,        Chair,Chairs,,,,50,77,49,188650,,745,,,,,https://www.ikea.com/sa/en/p/bernhard-chair-chrome-plated-mjuk-golden-brown-50404824/,,0,0
327772,MALSJÖ,MALSJÖ,Carina Bengs,TRUE,TRUE,"        Sideboard basic unit,          145x92 cm","Sideboards, buffets & console tables",,,,48,92,145,640320,,2100,,,,,https://www.ikea.com/sa/en/p/malsjoe-sideboard-basic-unit-black-stained-00327772/,,0,0
50058376,AGEN,AGEN,500.583.76 Rattan is a natural material which ages beautifully and develops its own unique character over time.Handwoven; each piece of furniture is unique.Stackable chair; saves space when not in use.Plastic feet; protect the furniture if in contact with a moist surface.May be completed with NORNA chair pad for enhanced seating comfort.,TRUE,TRUE,        Chair,Chairs,,,,56,79,58,256592,,245,,,,,https://www.ikea.com/sa/en/p/agen-chair-rattan-bamboo-50058376/,,0,0
49330749,PAX / HASVIK,PAX / HASVIK,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe combination,          200x44x236 cm",Wardrobes,,,,44,236,200,2076800,,2990,,,,,https://www.ikea.com/sa/en/p/pax-hasvik-wardrobe-combination-white-high-gloss-white-s49330749/,,0,0
59000705,LINNMON / LERBERG,LINNMON / LERBERG,IKEA of Sweden,TRUE,TRUE,"        Table,          120x60 cm",Tables & desks,,,,,74,60,0,,175,,,,,https://www.ikea.com/sa/en/p/linnmon-lerberg-table-black-brown-grey-s59000705/,,0,0
80339790,HACKÅS,HACKÅS,J Löfgren/J Pettersson,TRUE,TRUE,"        Knob,          15 mm",TV & media furniture,,,,18,,24,0,,17,,,,,https://www.ikea.com/sa/en/p/hackas-knob-anthracite-80339790/,,0,0
69297287,JONAXEL,JONAXEL,IKEA of Sweden,TRUE,TRUE,"        Shelving unit,          182x51x160 cm",Bookcases & shelving units,,,,51,160,182,1485120,,375,,,,,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-s69297287/,,0,0
10391324,TYSSEDAL,TYSSEDAL,Ebba Strandmark,TRUE,TRUE,"        Chest of 4 drawers,          67x102 cm",Chests of drawers & drawer units,,,,49,102,67,334866,,945,,,,,https://www.ikea.com/sa/en/p/tyssedal-chest-of-4-drawers-white-10391324/,,0,0
40291629,SELSVIKEN,SELSVIKEN,IKEA of Sweden,TRUE,TRUE,"        Drawer front,          60x26 cm",TV & media furniture,,,,,26,60,0,,60,,,,,https://www.ikea.com/sa/en/p/selsviken-drawer-front-high-gloss-black-40291629/,,0,0
29278219,BRIMNES,BRIMNES,K Hagberg/M Hagberg,TRUE,TRUE,"        TV storage combination,          336x41x95 cm",TV & media furniture,,,,41,95,336,1308720,,1385,,,,,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-white-s29278219/,,0,0
10119206,DETOLF,DETOLF,IKEA of Sweden,TRUE,TRUE,"        Glass-door cabinet,          43x163 cm",Cabinets & cupboards,,,,37,163,43,259333,,295,,,,,https://www.ikea.com/sa/en/p/detolf-glass-door-cabinet-black-brown-10119206/,,0,0
29932181,LINNMON / ADILS,LINNMON / ADILS,IKEA of Sweden,TRUE,TRUE,"        Table,          100x60 cm",Tables & desks,,,,,74,60,0,,119,,,,,https://www.ikea.com/sa/en/p/linnmon-adils-table-white-s29932181/,,0,0
19278328,KALLAX,KALLAX,Tord Björklund,TRUE,TRUE,"        Shelving unit with 4 inserts,          147x147 cm",Room dividers,,,,39,147,147,842751,,745,,,,,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s19278328/,,0,0
40284191,NOCKEBY,NOCKEBY,Ola Wihlborg,TRUE,TRUE,        Legs for 3-seat sofa,Sofas & armchairs,,,,,15,,0,,150,,,,,https://www.ikea.com/sa/en/p/nockeby-legs-for-3-seat-sofa-chrome-plated-40284191/,,0,0
50397913,IDÅSEN,IDÅSEN,Jon Karlsson,TRUE,TRUE,"        Drawer unit on castors,          42x61 cm",Chests of drawers & drawer units,,,,47,61,42,120414,,595,,,,,https://www.ikea.com/sa/en/p/idasen-drawer-unit-on-castors-golden-brown-50397913/,,0,0
99286254,EKET,EKET,Jon Karlsson/IKEA of Sweden,TRUE,TRUE,"        Wall-mounted shelving unit,          35x25x35 cm",Tables & desks,,,,25,35,35,30625,,80,,,,,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-red-s99286254/,,0,0
80267137,VÄDDÖ,VÄDDÖ,Henrik Preutz,TRUE,TRUE,"        Chair, outdoor",Outdoor furniture,,,,46,79,40,145360,,75,,,,,https://www.ikea.com/sa/en/p/vaeddoe-chair-outdoor-white-80267137/,,0,0
29256142,GRÖNLID,GRÖNLID,Francis Cayouette,TRUE,TRUE,        Cover for 3-seat sofa,Sofas & armchairs,,,,,,,0,,840,,,,,https://www.ikea.com/sa/en/p/groenlid-cover-for-3-seat-sofa-with-chaise-longue-ljungen-medium-grey-s29256142/,,0,0
90323393,FIXA,FIXA,903.233.93 Drill template for marking the hole location of knobs or handles makes it easier for you to place them correctly.The strip on the drill template is put against the edge of the door or drawer front; helps you to place the handle perfectly straight vertically or horizontally.,TRUE,TRUE,        Drill template,TV & media furniture,,,,,,64,0,,5.6,,,,,https://www.ikea.com/sa/en/p/fixa-drill-template-orange-90323393/,,0,0
80341496,NYHAMN,NYHAMN,IKEA of Sweden/L Hilland,TRUE,TRUE,"        Pocket sprung mattress,          140x200 cm",Sofas & armchairs,,,,,,140,0,,600,,,,,https://www.ikea.com/sa/en/p/nyhamn-pocket-sprung-mattress-firm-80341496/,,0,0
19252168,MELLTORP / TEODORES,MELLTORP / TEODORES,David Wahl/Lisa Norinder,TRUE,TRUE,"        Table and 4 chairs,          125 cm",Chairs,,,,,72,75,0,,499,,,,,https://www.ikea.com/sa/en/p/melltorp-teodores-table-and-4-chairs-white-bright-orange-s19252168/,,0,0
40369109,NORDVIKEN,NORDVIKEN,Francis Cayouette,TRUE,TRUE,        Chair,Chairs,,,,56,97,44,239008,,225,,,,,https://www.ikea.com/sa/en/p/nordviken-chair-black-40369109/,,0,0
80261258,BESTÅ,BESTÅ,"802.612.58 You can choose to use either the soft-closing or push-open function.With the push-opener you don’t need knobs or handles and can open the door with a light push.With the soft-closing function your doors close silently and softly. Knobs and handles are sold separately.If you choose the soft closing function for your BESTÅ, we recommend complementing the fronts with knobs/handles to make the drawers/cabinets more convenient to open.",TRUE,TRUE,        Soft closing/push-open hinge,TV & media furniture,,,,,,,0,,25,,,,,https://www.ikea.com/sa/en/p/besta-soft-closing-push-open-hinge-80261258/,,0,0
30306495,PÅHL,PÅHL,S Fager/J Jelinek,TRUE,TRUE,"        Add-on unit,          64x39 cm",Children's furniture,,,,17,39,64,42432,,100,,,,,https://www.ikea.com/sa/en/p/pahl-add-on-unit-white-green-30306495/,,0,0
20305707,BUSUNGE,BUSUNGE,Carl Öjerstam,TRUE,TRUE,"        Wardrobe,          80x139 cm",Nursery furniture,,,,52,139,80,578240,,645,,,,,https://www.ikea.com/sa/en/p/busunge-wardrobe-white-20305707/,,0,0
19046574,BEKANT,BEKANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Desk combination,          320x220 cm",Tables & desks,,,,220,,,0,,5300,,,,,https://www.ikea.com/sa/en/p/bekant-desk-combination-white-s19046574/,,0,0
9320813,SKARSTA,SKARSTA,Jon Karlsson,TRUE,TRUE,"        Desk sit/stand,          120x70 cm",Tables & desks,,,,,,70,0,,1000,,,,,https://www.ikea.com/sa/en/p/skarsta-desk-sit-stand-beige-white-s09320813/,,0,0
69128992,PÅHL,PÅHL,S Fager/J Jelinek,TRUE,TRUE,"        Desk with shelf unit,          96x58 cm",Children's furniture,,,,58,,96,0,,420,,,,,https://www.ikea.com/sa/en/p/pahl-desk-with-shelf-unit-white-s69128992/,,0,0
79275119,HAVSTA,HAVSTA,IKEA of Sweden,TRUE,TRUE,"        Glass-door cabinet with plinth,          121x37x134 cm","Sideboards, buffets & console tables",,,,37,134,121,599918,,1395,,,,,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s79275119/,,0,0
9266024,HAVSTA,HAVSTA,IKEA of Sweden,TRUE,TRUE,"        Storage combination w glass-doors,          243x37x134 cm",Cabinets & cupboards,,,,37,134,243,1204794,,2525,,,,,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s09266024/,,0,0
452624,NYBODA,NYBODA,Ehlén Johansson,TRUE,TRUE,"        Coffee table w reversible table top,          120x40x40 cm",Tables & desks,,,,,40,40,0,,375,,,,,https://www.ikea.com/sa/en/p/nyboda-coffee-table-w-reversible-table-top-light-grey-concrete-effect-white-00452624/,,0,0
70245952,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        Frame,          120x40x38 cm",Cabinets & cupboards,,,,40,38,120,182400,,170,,,,,https://www.ikea.com/sa/en/p/besta-frame-black-brown-70245952/,,0,0
60295532,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        Glass shelf,          56x36 cm",Cabinets & cupboards,,,,36,,56,0,,30,,,,,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-60295532/,,0,0
50466275,TROFAST,TROFAST,504.662.75 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,FALSE,FALSE,"        Storage box,          42x30x23 cm",Nursery furniture,,,,30,23,42,28980,,15,,,,,https://www.ikea.com/sa/en/p/trofast-storage-box-pink-50466275/,,0,0
70297658,LISABO,LISABO,K Hagberg/M Hagberg,TRUE,TRUE,"        Coffee table,          118x50 cm",Tables & desks,,,,,50,50,0,,545,,,,,https://www.ikea.com/sa/en/p/lisabo-coffee-table-ash-veneer-70297658/,,0,0
30299070,LISABO,LISABO,K Hagberg/M Hagberg,TRUE,TRUE,"        Desk,          118x45 cm",Tables & desks,,,,45,74,118,392940,,745,,,,,https://www.ikea.com/sa/en/p/lisabo-desk-ash-veneer-30299070/,,0,0
79296857,EKEDALEN / EKEDALEN,EKEDALEN / EKEDALEN,Ehlén Johansson,TRUE,TRUE,"        Table and 4 chairs,          120/180 cm",Tables & desks,,,,,,,0,,1695,,,,,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-white-orrsta-light-grey-s79296857/,,0,0
30160209,LURÖY,LURÖY,IKEA of Sweden,TRUE,TRUE,"        Slatted bed base,          80x200 cm",Beds,,,,,4,80,0,,100,,,,,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,,0,0
50374271,HEMNES,HEMNES,Carina Bengs,TRUE,TRUE,"        Chest of 2 drawers,          54x66 cm",Chests of drawers & drawer units,,,,38,66,54,135432,,375,,,,,https://www.ikea.com/sa/en/p/hemnes-chest-of-2-drawers-white-50374271/,,0,0
29180524,STUVA / FÖLJA,STUVA / FÖLJA,Ebba Strandmark,TRUE,TRUE,"        Storage bench,          90x50x50 cm",Chairs,,,,50,50,90,225000,,385,,,,,https://www.ikea.com/sa/en/p/stuva-foelja-storage-bench-white-s29180524/,,0,0
29277724,VALLENTUNA,VALLENTUNA,Ehlén Johansson,TRUE,TRUE,        2-seat modular sofa w 2 sofa-beds,Beds,,,,113,84,186,1765512,,4320,,,,,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,,0,0
79191803,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        TV storage combination/glass doors,          300x20/40x211 cm",TV & media furniture,,,,,211,300,0,,2930,,,,,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s79191803/,,0,0
99291745,HYLLIS,HYLLIS,IKEA of Sweden,TRUE,TRUE,"        Shelving unit with cover,          60x27x140 cm",Bookcases & shelving units,,,,27,140,60,226800,,84,,,,,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s99291745/,,0,0
79286491,EKET,EKET,Jon Karlsson/IKEA of Sweden,TRUE,TRUE,"        Cabinet combination with feet,          70x25x107 cm",Cabinets & cupboards,,,,25,107,70,187250,,377,,,,,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-white-stained-oak-effect-s79286491/,,0,0
69221320,EKEDALEN / HENRIKSDAL,EKEDALEN / HENRIKSDAL,Karl Malmvall/Ehlén Johansson,TRUE,TRUE,"        Table and 6 chairs,          180/240 cm",Chairs,,,,,,,0,,4565,,,,,https://www.ikea.com/sa/en/p/ekedalen-henriksdal-table-and-6-chairs-dark-brown-glose-black-s69221320/,,0,0
59248612,NEIDEN,NEIDEN,Jon Karlsson/IKEA of Sweden,TRUE,TRUE,"        Bed frame,          90x200 cm",Beds,,,,,,94,0,,199,,,,,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/,,0,0
20351515,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        Drawer frame,          60x25x40 cm",Cabinets & cupboards,,,,40,25,60,60000,,75,,,,,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,,0,0
19252173,VANGSTA / TEODORES,VANGSTA / TEODORES,IKEA of Sweden/David Wahl,TRUE,TRUE,"        Table and 4 chairs,          120/180 cm",Chairs,,,,,,,0,,845,,,,,https://www.ikea.com/sa/en/p/vangsta-teodores-table-and-4-chairs-white-bright-orange-s19252173/,,0,0
40339004,NORRÅKER,NORRÅKER,J Karlsson/N Karlsson,TRUE,TRUE,"        Bar table,          74x74 cm",Tables & desks,,,,,102,74,0,,595,,,,,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,,0,0
40411047,KUDDARNA,KUDDARNA,IKEA of Sweden,TRUE,TRUE,"        Back cushion, outdoor,          62x44 cm",Outdoor furniture,,,,,,62,0,,45,,,,,https://www.ikea.com/sa/en/p/kuddarna-back-cushion-outdoor-beige-40411047/,,0,0
90253535,AGAM,AGAM,IKEA of Sweden,TRUE,TRUE,        Junior chair,Chairs,,,,43,79,41,139277,,195,,,,,https://www.ikea.com/sa/en/p/agam-junior-chair-white-90253535/,,0,0
99180573,PAX,PAX,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe,          150x66x236 cm",Wardrobes,,,,66,236,150,2336400,,2170,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-hasvik-high-gloss-white-s99180573/,,0,0
70444348,SELSVIKEN,SELSVIKEN,IKEA of Sweden,TRUE,TRUE,"        Drawer front,          60x26 cm",Cabinets & cupboards,,,,,26,60,0,,60,,,,,https://www.ikea.com/sa/en/p/selsviken-drawer-front-high-gloss-dark-red-brown-70444348/,,0,0
99248380,IVAR,IVAR,IKEA of Sweden,TRUE,TRUE,"        3 sections/shelves/cabinet,          259x30x124 cm",Bookcases & shelving units,,,,30,124,259,963480,,990,,,,,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-cabinet-pine-s99248380/,,0,0
60333850,BROR,BROR,IKEA of Sweden,TRUE,TRUE,"        Trolley,          85x55 cm",Trolleys,,,,,88,55,0,,495,,,,,https://www.ikea.com/sa/en/p/bror-trolley-black-pine-plywood-60333850/,,0,0
80247371,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        Frame,          60x40x192 cm",TV & media furniture,,,,40,192,60,460800,,225,,,,,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-80247371/,,0,0
39325022,PAX / GRIMO/VIKEDAL,PAX / GRIMO/VIKEDAL,Ola Wihlborg/Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe combination,          200x60x236 cm",Wardrobes,,,,60,236,200,2832000,,3935,,,,,https://www.ikea.com/sa/en/p/pax-grimo-vikedal-wardrobe-combination-white-mirror-glass-s39325022/,,0,0
30345717,FINNVARD,FINNVARD,IKEA of Sweden,TRUE,TRUE,"        Trestle with shelf,          70x71/93 cm",Tables & desks,,,,70,,46,0,,160,,,,,https://www.ikea.com/sa/en/p/finnvard-trestle-with-shelf-birch-30345717/,,0,0
49194681,BESTÅ,BESTÅ,Marcus Arvonen/IKEA of Sweden,TRUE,TRUE,"        TV storage combination/glass doors,          300x40x230 cm",Cabinets & cupboards,,,,40,230,300,2760000,,3340,,,,,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s49194681/,,0,0
70451635,POÄNG,POÄNG,704.516.35 Easy to keep clean since the cushion can be machine washed.Recommended for ages from 3 years.Children’s armchair frame is sold separately.,TRUE,TRUE,        Children's armchair cushion,Chairs,,,,,,39,0,,45,,,,,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-cushion-almas-beige-70451635/,,0,0
89304786,LANEBERG / KARLJAN,LANEBERG / KARLJAN,Francis Cayouette/K Hagberg/M Hagberg,TRUE,TRUE,"        Table and 4 chairs,          130/190x80 cm",Tables & desks,,,,,,80,0,,1195,,,,,https://www.ikea.com/sa/en/p/laneberg-karljan-table-and-4-chairs-white-red-red-s89304786/,,0,0
99303970,BROR,BROR,IKEA of Sweden,TRUE,TRUE,"        Shelving unit,          254x55x190 cm",Bookcases & shelving units,,,,55,190,254,2654300,,1315,,,,,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s99303970/,,0,0
