,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_img,
1156,49443044,KIVIK,Sofas,"SR2,595",No old price,TRUE,https://www.ikea.com/sa/en/p/kivik-2-seat-sofa-kelinge-grey-turquoise-s49443044/,Yes,"2-seat sofa, Kelinge grey-turquoise",Unknown,,,,https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__1055797_pe848105_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__1055796_pe848107_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__1055792_pe848103_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__1055795_pe848106_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__1148204_ph184815_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__1055811_pe848114_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__1055810_pe848112_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-2-seat-sofa-kelinge-grey-turquoise__0749201_pe745537_s5.jpg?f=s,
1733,69302566,VITVAL,Beds,"SR2,390",No old price,TRUE,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-with-desk-top-white-light-grey-s69302566/,No,"Loft bed frame with desk top, white/light grey,",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0688141_pe722337_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0801278_ph163322_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0801279_ph163321_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0754650_pe748008_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0801281_ph163789_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0715286_pe730404_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0687343_pe722123_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vitval-loft-bed-frame-with-desk-top-white-light-grey__0714931_pe730286_s5.jpg?f=s,
1774,392456,HEMNES,Beds,SR450,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-bed-storage-box-set-of-2-grey-stained-00392456/,Yes,"Bed storage box, set of 2, grey stained,",IKEA of Sweden,200,,,https://www.ikea.com/sa/en/images/products/hemnes-bed-storage-box-set-of-2-grey-stained__0555491_pe660242_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-storage-box-set-of-2-grey-stained__1154529_pe886102_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-storage-box-set-of-2-grey-stained__1184189_pe897773_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-storage-box-set-of-2-grey-stained__0950805_pe800716_s5.jpg?f=s,
2996,20396646,HEMNES,Cabinets & cupboards,SR795,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-high-cabinet-with-glass-door-white-20396646/,No,"High cabinet with glass door, white,",IKEA of Sweden,38,131,42,https://www.ikea.com/sa/en/images/products/hemnes-high-cabinet-with-glass-door-white__0629151_pe694134_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-high-cabinet-with-glass-door-white__0860935_pe694133_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-high-cabinet-with-glass-door-white__0860945_pe694137_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-high-cabinet-with-glass-door-white__0860940_pe694135_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-high-cabinet-with-glass-door-white__1084289_pe859572_s5.jpg?f=s,
4168,39490960,HUVUDSPELARE / MATCHSPEL,Gaming furniture,"SR1,470","SR1,590",TRUE,https://www.ikea.com/sa/en/p/huvudspelare-matchspel-gaming-desk-and-chair-black-s39490960/,Yes,"Gaming desk and chair, black",Unknown,,,,https://www.ikea.com/sa/en/images/products/huvudspelare-matchspel-gaming-desk-and-chair-black__1123827_pe874890_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/huvudspelare-matchspel-gaming-desk-and-chair-black__1128249_pe876515_s5.jpg?f=s,
4114,39287826,SOLLER�N,Outdoor furniture,"SR3,935","SR3,970",FALSE,https://www.ikea.com/sa/en/p/solleroen-3-seat-modular-sofa-outdoor-with-footstool-dark-grey-froesoen-duvholmen-beige-s39287826/,Yes,"3-seat modular sofa, outdoor, with footstool dark grey/Fr�s�n/Duvholmen beige,",Eva Lilja L�wenhielm/IKEA of Sweden/Jonas Hultqvist,,,,https://www.ikea.com/sa/en/images/products/solleroen-3-seat-modular-sofa-outdoor-with-footstool-dark-grey-froesoen-duvholmen-beige__0666281_pe713504_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/solleroen-3-seat-modular-sofa-outdoor-with-footstool-dark-grey-froesoen-duvholmen-beige__0689787_pe723102_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/solleroen-3-seat-modular-sofa-outdoor-with-footstool-dark-grey-froesoen-duvholmen-beige__0689780_pe723095_s5.jpg?f=s,
3514,9410371,BEST�,TV & media furniture,"SR3,125",No old price,FALSE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass-s09410371/,Yes,"TV storage combination/glass doors, white/Hanviken white clear glass,",Unknown,,,,https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass__0334643_pe527595_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass__0996035_pe821999_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass__0996036_pe822000_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass__0729412_pe736924_s5.jpg?f=s,
374,29426352,SM�STAD / PLATSA,Nursery furniture,SR924,No old price,TRUE,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-green-with-2-clothes-rails-s29426352/,Yes,"Wardrobe, white green/with 2 clothes rails,",Unknown,,,,https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-green-with-2-clothes-rails__0925749_pe788861_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-green-with-2-clothes-rails__0936461_pe793257_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-green-with-2-clothes-rails__0945149_pe797579_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-green-with-2-clothes-rails__0936448_pe793255_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-green-with-2-clothes-rails__1009069_pe827440_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-green-with-2-clothes-rails__1248832_pe923231_s5.jpg?f=s,
2674,60416138,LANEBERG,Dining furniture,SR925,No old price,TRUE,https://www.ikea.com/sa/en/p/laneberg-extendable-table-white-60416138/,Yes,"Extendable table, white,",K Hagberg/M Hagberg,190,75,80,https://www.ikea.com/sa/en/images/products/laneberg-extendable-table-white__0722925_pe733775_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-extendable-table-white__1169405_ph187665_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-extendable-table-white__0722955_pe733779_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-extendable-table-white__0722933_pe733776_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-extendable-table-white__1028128_pe835224_s5.jpg?f=s,
4435,49395849,PO�NG,Armchairs & chaise longues,SR845,No old price,TRUE,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-black-brown-skiftebo-yellow-s49395849/,Yes,"Rocking-chair, black-brown/Skiftebo yellow",Unknown,,,,https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-skiftebo-yellow__0937092_pe793566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-skiftebo-yellow__0937093_pe793567_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-skiftebo-yellow__0937094_pe793578_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-skiftebo-yellow__0936997_pe793509_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-skiftebo-yellow__0624232_pe691749_s5.jpg?f=s,
529,29042877,TROFAST,Nursery furniture,SR450,SR500,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-s29042877/,Yes,"Storage combination, white,",Studio Copenhagen,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white__0545786_pe655692_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white__0471486_pe613433_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white__0874759_pe613455_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white__1215648_pe912105_s5.jpg?f=s,
1528,59484454,PINNTORP / PINNTORP,Furniture sets,"SR1,979",No old price,TRUE,https://www.ikea.com/sa/en/p/pinntorp-pinntorp-table-and-4-chairs-light-brown-stained-white-stained-katorp-light-brown-stained-s59484454/,Yes,"Table and 4 chairs, light brown stained white stained/Katorp light brown stained,",Unknown,,,,https://www.ikea.com/sa/en/images/products/pinntorp-pinntorp-table-and-4-chairs-light-brown-stained-white-stained-katorp-light-brown-stained__1118124_pe872942_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pinntorp-pinntorp-table-and-4-chairs-light-brown-stained-white-stained-katorp-light-brown-stained__1118127_pe872943_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pinntorp-pinntorp-table-and-4-chairs-light-brown-stained-white-stained-katorp-light-brown-stained__1146456_pe883015_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pinntorp-pinntorp-table-and-4-chairs-light-brown-stained-white-stained-katorp-light-brown-stained__1146535_pe883033_s5.jpg?f=s,
1193,79399049,VIMLE,Sofas,"SR2,995",No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-saxemara-light-blue-s79399049/,Yes,"3-seat sofa, Saxemara light blue",Unknown,,,,https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-saxemara-light-blue__0949435_pe799741_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-saxemara-light-blue__1074374_ph183311_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-saxemara-light-blue__0949424_pe799730_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-saxemara-light-blue__0949411_pe799699_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-saxemara-light-blue__0949343_pe799651_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-saxemara-light-blue__0719388_pe732037_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-saxemara-light-blue__0743704_pe743114_s5.jpg?f=s,
1753,29499579,BRIMNES,Beds,SR945,SR995,TRUE,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-lindbaden-s29499579/,No,"Bed frame with storage, white/Lindb�den,",Unknown,,,,https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-with-storage-white-lindbaden__1151013_pe884720_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-with-storage-white-lindbaden__30715_pe119376_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-with-storage-white-lindbaden__1101946_pe866872_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-with-storage-white-lindbaden__1101947_pe866873_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-with-storage-white-lindbaden__0860776_pe659486_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-with-storage-white-lindbaden__0780612_pe760068_s5.jpg?f=s,
3515,49408682,BEST�,TV & media furniture,"SR3,395",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass-s49408682/,Yes,"TV storage combination/glass doors, white/Sutterviken/Kabbarp white clear glass,",Unknown,,,,https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0895727_pe782390_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0996049_pe821997_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0996050_pe821998_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0827671_pe776457_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0827673_pe776458_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0917481_pe785761_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0917482_pe785760_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-sutterviken-kabbarp-white-clear-glass__0891069_pe782240_s5.jpg?f=s,
2922,50450137,RUDSTA,Cabinets & cupboards,SR645,No old price,TRUE,https://www.ikea.com/sa/en/p/rudsta-glass-door-cabinet-anthracite-50450137/,No,"Glass-door cabinet, anthracite,",H Preutz/F Wiersma,37,120,80,https://www.ikea.com/sa/en/images/products/rudsta-glass-door-cabinet-anthracite__0939002_pe794384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rudsta-glass-door-cabinet-anthracite__1052000_pe845871_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rudsta-glass-door-cabinet-anthracite__0974172_pe812299_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rudsta-glass-door-cabinet-anthracite__0954670_pe803425_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rudsta-glass-door-cabinet-anthracite__0938825_pe794379_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rudsta-glass-door-cabinet-anthracite__0938824_pe794380_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rudsta-glass-door-cabinet-anthracite__0958931_pe805516_s5.jpg?f=s,
3571,50430012,HEMNES,Chests of drawers & drawer units,SR175,"SR1,645",TRUE,https://www.ikea.com/sa/en/p/hemnes-glass-top-transparent-50430012/,No,"Glass top, transparent,",IKEA of Sweden,159,,50,https://www.ikea.com/sa/en/images/products/hemnes-glass-top-transparent__0674047_pe717510_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-glass-top-transparent__0778305_pe758879_s5.jpg?f=s,
1934,89019063,HEMNES,Beds,"SR2,145",No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-loenset-s89019063/,Yes,"Bed frame, white stain/L�nset,",Carina Bengs/IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__0637516_pe698353_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__0373754_pe553510_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__0800872_ph163685_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__0742586_ph156773_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__0451814_ph120418_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__1101574_pe866748_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__1101575_pe866749_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-white-stain-loenset__1101576_pe866750_s5.jpg?f=s,
3112,40497828,HJ�LPA,Cabinets & cupboards,SR25,SR20,TRUE,https://www.ikea.com/sa/en/p/hjaelpa-adjustable-clothes-rail-white-40497828/,No,"Adjustable clothes rail, white,",Ola Wihlborg,,,60,https://www.ikea.com/sa/en/images/products/hjaelpa-adjustable-clothes-rail-white__1010872_pe828274_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hjaelpa-adjustable-clothes-rail-white__1026116_pe834367_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hjaelpa-adjustable-clothes-rail-white__1029367_pe835765_s5.jpg?f=s,
747,89523581,TROFAST,Nursery furniture,SR295,No old price,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-combination-w-boxes-trays-light-white-stained-pine-grey-yellow-s89523581/,Yes,"Storage combination w boxes/trays, light white stained pine grey/yellow,",Unknown,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-w-boxes-trays-light-white-stained-pine-grey-yellow__1088463_pe861180_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-w-boxes-trays-light-white-stained-pine-grey-yellow__1102783_pe867136_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-w-boxes-trays-light-white-stained-pine-grey-yellow__1103233_pe867227_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-w-boxes-trays-light-white-stained-pine-grey-yellow__1103368_pe867267_s5.jpg?f=s,
89,9499387,PAX / AULI,Wardrobes,"SR2,730","SR2,950",TRUE,https://www.ikea.com/sa/en/p/pax-auli-wardrobe-white-mirror-glass-s09499387/,No,"Wardrobe, white/mirror glass,",Unknown,,,,https://www.ikea.com/sa/en/images/products/pax-auli-wardrobe-white-mirror-glass__1149173_pe883870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-auli-wardrobe-white-mirror-glass__1183937_pe897629_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-auli-wardrobe-white-mirror-glass__1182059_pe896934_s5.jpg?f=s,
4008,39435191,L�CK�,Outdoor furniture,SR305,SR310,TRUE,https://www.ikea.com/sa/en/p/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue-s39435191/,No,"Chair with armrests, outdoor, dark grey/Kl�san blue",Unknown,,,,https://www.ikea.com/sa/en/images/products/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1035869_pe838201_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1063092_pe851220_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1035871_pe838203_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1102606_ph184305_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1102607_ph184301_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1102610_ph184302_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laeckoe-chair-with-armrests-outdoor-dark-grey-kloesan-blue__1103227_ph184304_s5.jpg?f=s,
473,9430147,SM�STAD / PLATSA,Nursery furniture,SR869,SR924,FALSE,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-white-with-frame-s09430147/,Yes,"Wardrobe, white white/with frame,",Unknown,,,,https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-white-with-frame__0922437_pe788181_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-white-with-frame__0936951_pe793475_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-white-with-frame__1008263_pe826862_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-white-with-frame__1225405_pe915314_s5.jpg?f=s,
1888,29259640,SAGSTUA,Beds,"SR1,070","SR1,095",TRUE,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-leirsund-s29259640/,No,"Bed frame, white/Leirsund,",Paulin Machado,,,,https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__0662174_pe719101_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__1102002_pe866828_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__1102003_pe866829_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__1102004_pe866830_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__0861874_pe719099_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__0861814_pe713130_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__0861829_pe713131_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-leirsund__0340797_pe528957_s5.jpg?f=s,
1273,59483020,EKEDALEN / ODGER,Dining furniture,"SR3,589",No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-odger-table-and-6-chairs-oak-anthracite-s59483020/,Yes,"Table and 6 chairs, oak/anthracite,",Unknown,,,,https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__1097897_pe865175_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__1097898_pe865176_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__0870919_pe640492_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__0798332_pe767221_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__1070849_pe854754_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__1070850_pe854757_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__0947752_pe798633_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekedalen-odger-table-and-6-chairs-oak-anthracite__0948332_pe798956_s5.jpg?f=s,
1101,39444322,KLAGSHAMN,Beds,SR675,No old price,TRUE,https://www.ikea.com/sa/en/p/klagshamn-back-cushion-skiftebo-blue-s39444322/,Yes,"Back cushion, Skiftebo blue",Unknown,,,,https://www.ikea.com/sa/en/images/products/klagshamn-back-cushion-skiftebo-blue__1055717_pe848064_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/klagshamn-back-cushion-skiftebo-blue__1055723_pe848066_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/klagshamn-back-cushion-skiftebo-blue__1057081_pe848731_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/klagshamn-back-cushion-skiftebo-blue__1249058_pe923328_s5.jpg?f=s,
4317,29300871,BEST�,"Sideboards, buffets & console tables","SR1,510",No old price,FALSE,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-white-hanviken-white-clear-glass-s29300871/,Yes,"Storage combination w glass doors, white/Hanviken white clear glass,",IKEA of Sweden/Marcus Arvonen,,,,https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-white-hanviken-white-clear-glass__0719331_pe731996_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-white-hanviken-white-clear-glass__0999490_pe823577_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-white-hanviken-white-clear-glass__0999491_pe823568_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-white-hanviken-white-clear-glass__0843005_pe535606_s5.jpg?f=s,
4496,20396260,GR�NLID,Armchairs & chaise longues,SR245,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-cover-for-corner-section-inseros-white-20396260/,Yes,"Cover for corner section, Inseros white",Francis Cayouette,57,6,37,https://www.ikea.com/sa/en/images/products/groenlid-cover-for-corner-section-inseros-white__0577139_pe668613_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-cover-for-corner-section-inseros-white__0820745_pe666600_s5.jpg?f=s,
3590,69276567,NORDLI,Chairs,"SR1,475",No old price,TRUE,https://www.ikea.com/sa/en/p/nordli-chest-of-3-drawers-white-s69276567/,No,"Chest of 3 drawers, white,",Ola Wihlborg,,,,https://www.ikea.com/sa/en/images/products/nordli-chest-of-3-drawers-white__0608962_pe689965_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nordli-chest-of-3-drawers-white__0858944_pe689968_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nordli-chest-of-3-drawers-white__0857874_pe660879_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nordli-chest-of-3-drawers-white__1065754_pe852227_s5.jpg?f=s,
590,49480828,TROFAST,Nursery furniture,SR765,SR860,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-dark-grey-s49480828/,No,"Storage combination, light white stained pine/dark grey,",Unknown,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-dark-grey__1087965_pe860978_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-dark-grey__1102496_pe867005_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-dark-grey__1101789_pe866453_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-dark-grey__1101847_pe866457_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-dark-grey__1116420_pe872477_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-dark-grey__1200238_pe904918_s5.jpg?f=s,
