,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_img,
2356,39326026,BERGSHULT / SANDSHULT,Bookcases & shelving units,SR250,No old price,TRUE,https://www.ikea.com/sa/en/p/bergshult-sandshult-wall-shelf-white-white-stained-aspen-s39326026/,Yes,"Wall shelf, white/white stained aspen,",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/bergshult-sandshult-wall-shelf-white-white-stained-aspen__0789944_pe764222_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergshult-sandshult-wall-shelf-white-white-stained-aspen__1092755_pe863002_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergshult-sandshult-wall-shelf-white-white-stained-aspen__0789943_pe764240_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergshult-sandshult-wall-shelf-white-white-stained-aspen__0789976_pe764254_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergshult-sandshult-wall-shelf-white-white-stained-aspen__0850645_pe715296_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergshult-sandshult-wall-shelf-white-white-stained-aspen__0850655_pe715297_s5.jpg?f=s,
3305,19399047,BEST�,TV & media furniture,"SR1,450",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-lappviken-black-brown-s19399047/,Yes,"TV bench, black-brown/Lappviken black-brown,",Unknown,,,,https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown-lappviken-black-brown__0334631_pe527586_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown-lappviken-black-brown__0994834_pe821425_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown-lappviken-black-brown__0994833_pe821424_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown-lappviken-black-brown__0845271_pe535510_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown-lappviken-black-brown__1001954_pe824550_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown-lappviken-black-brown__0761020_pe751034_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown-lappviken-black-brown__0843438_pe535720_s5.jpg?f=s,
2089,29481659,KALLAX / LAGKAPTEN,Tables & desks,SR868,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-lagkapten-desk-combination-white-s29481659/,Yes,"Desk combination, white,",Unknown,,,,https://www.ikea.com/sa/en/images/products/kallax-lagkapten-desk-combination-white__1090539_pe862076_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kallax-lagkapten-desk-combination-white__1098637_pe865466_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kallax-lagkapten-desk-combination-white__1097489_pe864986_s5.jpg?f=s,
2769,466937,EILIF,Tables & desks,SR265,No old price,TRUE,https://www.ikea.com/sa/en/p/eilif-screen-for-desk-grey-00466937/,No,"Screen for desk, grey,",Tomasz Augustyniak,,48,80,https://www.ikea.com/sa/en/images/products/eilif-screen-for-desk-grey__0929831_pe790484_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eilif-screen-for-desk-grey__1160290_pe888843_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eilif-screen-for-desk-grey__1160567_pe888964_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eilif-screen-for-desk-grey__1160560_pe888957_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eilif-screen-for-desk-grey__0982812_ph176187_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eilif-screen-for-desk-grey__0982813_ph176186_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eilif-screen-for-desk-grey__0931994_pe791335_s5.jpg?f=s,
4381,70404875,FRANKLIN,Bar furniture,SR179,No old price,TRUE,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-70404875/,Yes,"Bar stool with backrest, foldable, white/white,",K Hagberg/M Hagberg,34,63,34,https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__0727489_pe735714_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__0873922_pe680516_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__0873929_pe680517_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__0873933_pe680518_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__0873937_pe680519_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__0873950_pe680520_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__0995743_pe821835_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-white-white__1053212_pe846806_s5.jpg?f=s,
656,99335565,TROFAST,Nursery furniture,SR650,SR750,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-orange-s99335565/,Yes,"Storage combination, light white stained pine/orange,",Studio Copenhagen,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-orange__0807691_pe770483_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-orange__1046719_pe843100_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-orange__1046720_pe843099_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-light-white-stained-pine-orange__1201555_pe905688_s5.jpg?f=s,
892,49444326,FRIHETEN / KLAGSHAMN,Beds,"SR4,310",No old price,TRUE,https://www.ikea.com/sa/en/p/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue-s49444326/,Yes,"Corner sofa-bed with storage, Skiftebo blue",Unknown,,,,https://www.ikea.com/sa/en/images/products/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue__1057054_pe848723_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue__1057055_pe848724_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue__0690242_pe723169_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue__0690238_pe723165_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue__0690240_pe723170_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue__0690239_pe723166_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/friheten-klagshamn-corner-sofa-bed-with-storage-skiftebo-blue__0690237_pe723164_s5.jpg?f=s,
4290,59324615,BEST�,"Sideboards, buffets & console tables","SR1,105",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-lappviken-black-brown-s59324615/,Yes,"Storage combination w doors/drawers, black-brown/Lappviken black-brown,",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-black-brown__0780694_pe760208_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-black-brown__0999303_pe823466_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-black-brown__0999302_pe823478_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-black-brown__0845271_pe535510_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-black-brown__1001791_pe824477_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-lappviken-black-brown__1026860_pe834593_s5.jpg?f=s,
4138,29437398,UPPSPEL,Gaming furniture,SR632,No old price,TRUE,https://www.ikea.com/sa/en/p/uppspel-glass-door-cab-pgbrd-2-acc-sets-dark-grey-black-s29437398/,No,"Glass-door cab/pgbrd/2 acc sets, dark grey/black",Unknown,,,,https://www.ikea.com/sa/en/images/products/uppspel-glass-door-cab-pgbrd-2-acc-sets-dark-grey-black__1000386_pe824248_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-glass-door-cab-pgbrd-2-acc-sets-dark-grey-black__0984940_pe816457_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-glass-door-cab-pgbrd-2-acc-sets-dark-grey-black__0984817_pe816423_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-glass-door-cab-pgbrd-2-acc-sets-dark-grey-black__0985138_pe816517_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-glass-door-cab-pgbrd-2-acc-sets-dark-grey-black__0997507_pe822694_s5.jpg?f=s,
2438,29442663,KALLAX,Bookcases & shelving units,SR429,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-underframe-black-brown-black-s29442663/,Yes,"Shelving unit with underframe, black-brown/black,",Unknown,,,,https://www.ikea.com/sa/en/images/products/kallax-shelving-unit-with-underframe-black-brown-black__1041439_pe841021_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kallax-shelving-unit-with-underframe-black-brown-black__1063297_pe851319_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kallax-shelving-unit-with-underframe-black-brown-black__1106841_pe868817_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kallax-shelving-unit-with-underframe-black-brown-black__1106845_pe868820_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kallax-shelving-unit-with-underframe-black-brown-black__1094438_pe863433_s5.jpg?f=s,
3951,39529156,N�MMAR�,Outdoor furniture,SR295,No old price,TRUE,https://www.ikea.com/sa/en/p/naemmaroe-easy-chair-outdoor-light-brown-stained-s39529156/,Yes,"Easy chair, outdoor, light brown stained",Unknown,,,,https://www.ikea.com/sa/en/images/products/naemmaroe-easy-chair-outdoor-light-brown-stained__1207766_pe908168_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/naemmaroe-easy-chair-outdoor-light-brown-stained__1207765_pe908165_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/naemmaroe-easy-chair-outdoor-light-brown-stained__1185557_pe898444_s5.jpg?f=s,
1917,79241087,SONGESAND,Beds,"SR1,370",No old price,TRUE,https://www.ikea.com/sa/en/p/songesand-bed-frame-brown-leirsund-s79241087/,No,"Bed frame, brown/Leirsund,",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__0638582_pe699001_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__0800862_ph162917_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__1101505_pe866684_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__1150679_pe884643_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__1101507_pe866686_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__0949141_pe799512_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__0340797_pe528957_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/songesand-bed-frame-brown-leirsund__0752926_pe747517_s5.jpg?f=s,
1755,39388335,IDAN�S,Beds,"SR1,995",No old price,TRUE,https://www.ikea.com/sa/en/p/idanaes-bed-frame-with-storage-dark-brown-loenset-s39388335/,No,"Bed frame with storage, dark brown/L�nset,",F Cayouette/J Karlsson,,,,https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__1151026_pe884730_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__0932356_pe791472_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__1101539_pe866718_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__1101540_pe866719_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__1092113_pe863027_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__0939181_pe794435_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__0939189_pe794441_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idanaes-bed-frame-with-storage-dark-brown-loenset__0939190_pe794444_s5.jpg?f=s,
2688,497378,RODULF,Tables & desks,"SR1,545",No old price,TRUE,https://www.ikea.com/sa/en/p/rodulf-underframe-sit-stand-f-table-top-white-00497378/,No,"Underframe sit/stand f table top, white,",Unknown,140,115,80,https://www.ikea.com/sa/en/images/products/rodulf-underframe-sit-stand-f-table-top-white__0799332_pe767527_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rodulf-underframe-sit-stand-f-table-top-white__0799331_pe767528_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/rodulf-underframe-sit-stand-f-table-top-white__0948811_pe799281_s5.jpg?f=s,
4481,99443292,VISKAFORS,Armchairs & chaise longues,"SR2,595",No old price,TRUE,https://www.ikea.com/sa/en/p/viskafors-1-5-seat-armchair-lejde-anthracite-brown-s99443292/,Yes,"1,5-seat armchair, Lejde anthracite/brown",Unknown,,,,https://www.ikea.com/sa/en/images/products/viskafors-1-5-seat-armchair-lejde-anthracite-brown__1088082_pe861050_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/viskafors-1-5-seat-armchair-lejde-anthracite-brown__1095972_pe864119_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/viskafors-1-5-seat-armchair-lejde-anthracite-brown__1095973_pe864120_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/viskafors-1-5-seat-armchair-lejde-anthracite-brown__1096042_pe864174_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/viskafors-1-5-seat-armchair-lejde-anthracite-brown__1095968_pe864116_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/viskafors-1-5-seat-armchair-lejde-anthracite-brown__1109893_pe870273_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/viskafors-1-5-seat-armchair-lejde-anthracite-brown__1131578_pe878038_s5.jpg?f=s,
2542,70474750,TROTTEN,Tables & desks,SR425,No old price,TRUE,https://www.ikea.com/sa/en/p/trotten-table-top-white-70474750/,Yes,"Table top, white,",Francis Cayouette,160,,80,https://www.ikea.com/sa/en/images/products/trotten-table-top-white__1009445_pe827602_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-top-white__1012718_pe828989_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-top-white__1020773_pe835553_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-top-white__1021232_pe832077_s5.jpg?f=s,
3391,89324317,BEST�,TV & media furniture,"SR1,140",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-hanviken-white-s89324317/,Yes,"TV bench with drawers, white/Hanviken white,",IKEA of Sweden/Marcus Arvonen,,,,https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__0780302_pe759905_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__0999648_pe823799_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__0999649_pe823706_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__0843005_pe535606_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__1001956_pe824551_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__0843438_pe535720_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__0763972_pe753006_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-hanviken-white__1108849_pe869675_s5.jpg?f=s,
3008,60330955,PLATSA,Cabinets & cupboards,SR325,SR350,TRUE,https://www.ikea.com/sa/en/p/platsa-frame-white-60330955/,No,"Frame, white,",IKEA of Sweden,55,120,80,https://www.ikea.com/sa/en/images/products/platsa-frame-white__0721326_pe733172_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-frame-white__0643980_ph150131_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-frame-white__1189698_pe899966_s5.jpg?f=s,
348,99429757,PAX / HASVIK,Wardrobes,"SR2,035","SR2,225",TRUE,https://www.ikea.com/sa/en/p/pax-hasvik-wardrobe-white-white-s99429757/,Yes,"Wardrobe, white/white,",Unknown,,,,https://www.ikea.com/sa/en/images/products/pax-hasvik-wardrobe-white-white__1190098_pe900086_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-hasvik-wardrobe-white-white__1183932_pe897648_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-hasvik-wardrobe-white-white__1182054_pe896951_s5.jpg?f=s,
3632,50494363,HELMER,Chests of drawers & drawer units,SR265,No old price,TRUE,https://www.ikea.com/sa/en/p/helmer-drawer-unit-on-castors-dark-grey-light-grey-50494363/,Yes,"Drawer unit on castors, dark grey/light grey,",IKEA of Sweden,44,69,28,https://www.ikea.com/sa/en/images/products/helmer-drawer-unit-on-castors-dark-grey-light-grey__0991303_pe819381_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/helmer-drawer-unit-on-castors-dark-grey-light-grey__0991263_pe819379_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/helmer-drawer-unit-on-castors-dark-grey-light-grey__0991304_pe819380_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/helmer-drawer-unit-on-castors-dark-grey-light-grey__1114107_pe871638_s5.jpg?f=s,
2261,80483283,VIHALS,Bookcases & shelving units,SR695,No old price,TRUE,https://www.ikea.com/sa/en/p/vihals-shelving-unit-with-6-shelves-white-80483283/,No,"Shelving unit with 6 shelves, white,",Ola Wihlborg,37,140,95,https://www.ikea.com/sa/en/images/products/vihals-shelving-unit-with-6-shelves-white__1035577_pe838112_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vihals-shelving-unit-with-6-shelves-white__1048728_pe843881_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vihals-shelving-unit-with-6-shelves-white__1048514_pe843778_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vihals-shelving-unit-with-6-shelves-white__1051536_pe845588_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vihals-shelving-unit-with-6-shelves-white__1051539_pe845591_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vihals-shelving-unit-with-6-shelves-white__1063227_pe851290_s5.jpg?f=s,
405,30475365,SKYDRAG,Wardrobes,SR89,No old price,TRUE,https://www.ikea.com/sa/en/p/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white-30475365/,No,"LED wrktp/ward lghtng strp w sensor, dimmable white,",IKEA of Sweden,3,1,1,https://www.ikea.com/sa/en/images/products/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white__0812900_pe772200_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white__0812901_pe772201_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white__0905598_pe783161_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white__0970125_ph172915_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white__0929912_pe790524_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white__0929911_pe790525_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-white__0970139_ph173260_s5.jpg?f=s,
