product_page_link,product_product_name,product_product_size,product_describe,product_price_now,product_img,product_product_size_url
https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown-s89440717/,BESTÅ / EKET,180x42x170 cm,"Cabinet combination for TV, white/light green/light grey-brown,","SR 2,514",https://www.ikea.com/sa/en/images/products/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown__1016363_pe830344_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown__1027042_pe834690_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown__0990256_pe818833_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown__0843389_pe535717_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown__0763975_pe753009_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown__0553751_pe659535_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey-s99436767/,LAGKAPTEN/ELDBERGET / VITTSJÖ,,"Desk and storage combination, and swivel chair black-brown/dark grey",SR 838,https://www.ikea.com/sa/en/images/products/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey__1030728_pe836331_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey__1030725_pe836330_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey__1030726_pe836333_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey__1030727_pe836332_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey__1013517_pe829229_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey__1047577_pe843433_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey__0778398_pe758942_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/pax-mehamn-auli-wardrobe-combination-white-double-sided-white-mirror-glass-s59432988/,PAX / MEHAMN/AULI,200x66x236 cm,"Wardrobe combination, white double sided/white mirror glass,","SR 3,150",https://www.ikea.com/sa/en/images/products/pax-mehamn-auli-wardrobe-combination-white-double-sided-white-mirror-glass__1038498_pe839701_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-mehamn-auli-wardrobe-combination-white-double-sided-white-mirror-glass__1183092_pe897428_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-mehamn-auli-wardrobe-combination-white-double-sided-white-mirror-glass__1187256_pe899141_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-mehamn-auli-wardrobe-combination-white-double-sided-white-mirror-glass__1182667_pe897284_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-mehamn-auli-wardrobe-combination-white-double-sided-white-mirror-glass__1184486_pe897918_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-hakebo-grey-green-00565211/,EKTORP,,"Cover for 3-seat sofa, Hakebo grey-green",SR 395,https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-hakebo-grey-green__1194851_pe902101_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-cover-for-3-seat-sofa-hakebo-grey-green__1194797_pe902056_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/platsa-wardrobe-w-6-doors-white-straumen-mirror-glass-fonnes-white-s49436920/,PLATSA,300x42x301 cm,"Wardrobe w 6 doors, white STRAUMEN mirror glass /FONNES white,","SR 5,935",https://www.ikea.com/sa/en/images/products/platsa-wardrobe-w-6-doors-white-straumen-mirror-glass-fonnes-white__1052916_pe846525_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-wardrobe-w-6-doors-white-straumen-mirror-glass-fonnes-white__1029380_pe835787_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-wardrobe-w-6-doors-white-straumen-mirror-glass-fonnes-white__1053124_pe846719_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/antilop-highchair-tray-pink-70489855/,ANTILOP,,Seat shell for highchair,SR 59,https://www.ikea.com/sa/en/images/products/antilop-highchair-tray-pink__0594144_pe675510_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-ljungen-light-red-s59408969/,GRÖNLID,,"2-seat sofa, Ljungen light red","SR 3,095",https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__0852554_pe780161_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__0852555_pe780162_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__0917937_pe786025_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__1031321_ph173349_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__0852428_pe780071_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__0852427_pe780066_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__0875839_ph168963_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-2-seat-sofa-ljungen-light-red__1182737_pe897291_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/jonaxel-open-storage-combination-white-s19297685/,JONAXEL,148x51x173 cm,"Open storage combination, white,","SR 1,395",https://www.ikea.com/sa/en/images/products/jonaxel-open-storage-combination-white__0703647_pe732235_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-open-storage-combination-white__0745104_pe743563_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-open-storage-combination-white__0745105_pe743559_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-open-storage-combination-white__0745106_pe743564_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-open-storage-combination-white__0703646_pe732270_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white-s79324370/,BESTÅ,120x42x39 cm,"TV bench with drawers, white/Selsviken high-gloss/white,","SR 1,220",https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__0780309_pe759872_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__0999655_pe823818_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__0999654_pe823710_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__0842982_pe535772_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__1001956_pe824551_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__0843389_pe535717_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__0763975_pe753009_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white__1108849_pe869675_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect-s89324826/,BESTÅ,120x42x65 cm,"Storage combination w doors/drawers, black-brown Kallviken/dark grey concrete effect,","SR 1,505",https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect__0780696_pe760214_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect__0999298_pe823435_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect__0999299_pe823436_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect__0748365_pe744953_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect__0845677_pe695469_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect__1026860_pe834593_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass-s99329197/,BESTÅ,180x42x48 cm,"TV bench, white/Lappviken/Stubbarp white clear glass,","SR 1,715",https://www.ikea.com/sa/en/images/products/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass__0642943_pe701564_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass__0994959_pe821485_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass__0994960_pe821468_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass__0842991_pe535505_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass__0748373_pe744961_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass__1001960_pe824557_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass__0843389_pe535717_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/gladstad-upholstered-bed-frame-kabusa-light-grey-60490449/,GLADSTAD,140x200 cm,"Upholstered bed frame, Kabusa light grey,","SR 1,245",https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__0984348_pe816238_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__1101393_pe866653_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__1056449_ph182866_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__1101394_pe866654_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__1079025_pe857418_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__0984369_pe816243_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__0984368_pe816244_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/gladstad-upholstered-bed-frame-kabusa-light-grey__1011809_pe828589_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vimle-chaise-longue-hallarp-beige-s99399901/,VIMLE,,"Chaise longue, Hallarp beige","SR 2,675",https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0949392_pe799705_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0949393_pe799703_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0951706_pe801357_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0949395_pe799704_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0949396_pe799707_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0949353_pe799661_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0719388_pe732037_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-hallarp-beige__0724321_pe734367_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/matchspel-gaming-chair-bomstad-black-80507608/,MATCHSPEL,,"Gaming chair, Bomstad black",SR 995,https://www.ikea.com/sa/en/images/products/matchspel-gaming-chair-bomstad-black__0985645_pe816716_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/matchspel-gaming-chair-bomstad-black__1046391_ph180884_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/matchspel-gaming-chair-bomstad-black__1046529_ph181008_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/matchspel-gaming-chair-bomstad-black__1046708_ph180842_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/matchspel-gaming-chair-bomstad-black__0984823_pe816428_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/matchspel-gaming-chair-bomstad-black__0984827_pe816430_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/matchspel-gaming-chair-bomstad-black__0984826_pe816431_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer-s19422180/,BESTÅ,180x42x38 cm,"TV bench with doors, black-brown Hedeviken/dark brown oak veneer,","SR 1,510",https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer__0993132_pe820437_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer__0995917_pe821994_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer__0995918_pe821903_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer__0998409_pe823026_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer__0843438_pe535720_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer__0720089_pe732401_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer__1026887_pe834619_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/pax-fardal-wardrobe-combination-white-high-gloss-white-s49429745/,PAX / FARDAL,150x60x236 cm,"Wardrobe combination, white/high-gloss white,","SR 2,650",https://www.ikea.com/sa/en/images/products/pax-fardal-wardrobe-combination-white-high-gloss-white__1024696_pe833630_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-fardal-wardrobe-combination-white-high-gloss-white__1219030_pe913281_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-fardal-wardrobe-combination-white-high-gloss-white__1219029_pe913278_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s59175955/,MALM,140x200 cm,"Slatted bed base,",SR 300,https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-white__1154393_pe886042_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-white__0800857_ph163673_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-white__1101597_pe866769_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-white__1101598_pe866682_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-white__1101529_pe866708_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-white__1154397_pe886046_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-bed-frame-high-w-2-storage-boxes-white__1154396_pe886045_s5.jpg?f=s,https://www.ikea.com/sa/en/p/lindbaden-slatted-bed-base-pine-s09496237/
https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,MICKE,142x50 cm,"Desk, white,",SR 699,https://www.ikea.com/sa/en/images/products/micke-desk-white__0736020_pe740347_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0798273_ph165490_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0798274_ph165491_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0982364_ph175923_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0982365_ph175924_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0851288_pe565258_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0403484_pe565543_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0403543_pe565602_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/poaeng-rocking-chair-black-brown-glose-eggshell-s89429324/,POÄNG,,"Rocking-chair, black-brown/Glose eggshell","SR 1,445",https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-glose-eggshell__0153101_pe311392_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-glose-eggshell__0836654_pe600934_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-glose-eggshell__0250930_pe389459_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-glose-eggshell__0840537_pe585645_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-rocking-chair-black-brown-glose-eggshell__0624232_pe691749_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/pax-reinsvoll-vikedal-wardrobe-combination-white-grey-beige-s19419903/,PAX / REINSVOLL/VIKEDAL,200x60x201 cm,"Wardrobe combination, white/grey-beige,","SR 6,525",https://www.ikea.com/sa/en/images/products/pax-reinsvoll-vikedal-wardrobe-combination-white-grey-beige__0985898_pe816883_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-reinsvoll-vikedal-wardrobe-combination-white-grey-beige__0829861_pe776774_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-reinsvoll-vikedal-wardrobe-combination-white-grey-beige__0928463_pe789879_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-reinsvoll-vikedal-wardrobe-combination-white-grey-beige__0930834_pe790907_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-s19326428/,SLÄKT,80x200 cm,"Ext bed frame with slatted bed base, white,",SR 995,https://www.ikea.com/sa/en/images/products/slaekt-ext-bed-frame-with-slatted-bed-base-white__0792584_pe764765_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/slaekt-ext-bed-frame-with-slatted-bed-base-white__0963406_pe808482_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/slaekt-ext-bed-frame-with-slatted-bed-base-white__0931700_pe791204_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/slaekt-ext-bed-frame-with-slatted-bed-base-white__0832709_pe777749_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/slaekt-ext-bed-frame-with-slatted-bed-base-white__1078734_pe857294_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/slaekt-ext-bed-frame-with-slatted-bed-base-white__1078729_pe857289_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/slaekt-ext-bed-frame-with-slatted-bed-base-white__1078730_pe857290_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vimle-chaise-longue-with-wide-armrests-hallarp-grey-s89409137/,VIMLE,,"Chaise longue, with wide armrests/Hallarp grey","SR 2,735",https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-with-wide-armrests-hallarp-grey__0951847_pe801374_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-with-wide-armrests-hallarp-grey__0951849_pe801389_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-with-wide-armrests-hallarp-grey__0951848_pe801375_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-with-wide-armrests-hallarp-grey__0951850_pe801390_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-with-wide-armrests-hallarp-grey__0951851_pe801376_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-with-wide-armrests-hallarp-grey__1008724_pe827297_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-chaise-longue-with-wide-armrests-hallarp-grey__1019027_pe831251_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/jaettebo-cover-1-seat-module-with-storage-tonerud-grey-70528965/,JÄTTEBO,,"Cover 1-seat module with storage, Tonerud grey",SR 145,https://www.ikea.com/sa/en/images/products/jaettebo-cover-1-seat-module-with-storage-tonerud-grey__1109579_pe870069_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jaettebo-cover-1-seat-module-with-storage-tonerud-grey__1208573_pe908638_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s59324248/,PAX,150x58x236 cm,"Wardrobe combination, white,","SR 4,435",https://www.ikea.com/sa/en/images/products/pax-wardrobe-combination-white__0780428_pe759958_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-wardrobe-combination-white__0780426_pe759953_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-wardrobe-combination-white__0938840_ph173182_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-wardrobe-combination-white__0780427_pe759954_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass-s29300847/,BESTÅ,60x42x193 cm,"Storage combination w glass doors, black-brown/Lappviken black-brown clear glass,","SR 1,470",https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass__0719328_pe731982_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass__0999474_pe823564_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass__0999475_pe823580_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass__0845271_pe535510_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass__0748368_pe744956_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass__0747281_pe744484_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass__1026864_pe834591_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/lagkapten-alex-desk-black-brown-grey-turquoise-s29521660/,LAGKAPTEN / ALEX,200x60 cm,"Desk, black-brown/grey-turquoise,","SR 1,295",https://www.ikea.com/sa/en/images/products/lagkapten-alex-desk-black-brown-grey-turquoise__1209773_pe909432_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-alex-desk-black-brown-grey-turquoise__0977802_pe813784_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-alex-desk-black-brown-grey-turquoise__1213603_pe911178_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-alex-desk-black-brown-grey-turquoise__0977774_pe813762_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-alex-desk-black-brown-grey-turquoise__0734618_pe739551_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-alex-desk-black-brown-grey-turquoise__1216056_pe912316_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lagkapten-alex-desk-black-brown-grey-turquoise__1232308_pe916494_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/kivik-cover-two-seat-sofa-kelinge-grey-turquoise-10526969/,KIVIK,,"Cover two-seat sofa, Kelinge grey-turquoise",SR 495,https://www.ikea.com/sa/en/images/products/kivik-cover-two-seat-sofa-kelinge-grey-turquoise__1055797_pe848105_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-cover-two-seat-sofa-kelinge-grey-turquoise__1241938_pe919982_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kivik-cover-two-seat-sofa-kelinge-grey-turquoise__1210292_pe909629_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/styrspel-gaming-chair-purple-black-20522027/,STYRSPEL,,"Gaming chair, purple/black","SR 1,395",https://www.ikea.com/sa/en/images/products/styrspel-gaming-chair-purple-black__1115361_pe872047_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/styrspel-gaming-chair-purple-black__1138904_pe880139_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/styrspel-gaming-chair-purple-black__1138902_pe880135_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/styrspel-gaming-chair-purple-black__1138906_pe880137_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/styrspel-gaming-chair-purple-black__1138903_pe880136_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/styrspel-gaming-chair-purple-black__1138905_pe880138_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/styrspel-gaming-chair-purple-black__1138819_pe880098_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/nordli-modular-chest-of-drawers-white-40401901/,NORDLI,40x47 cm,"Top and plinth,",SR 250,https://www.ikea.com/sa/en/images/products/nordli-modular-chest-of-drawers-white__0627423_pe693355_s5.jpg?f=s,https://www.ikea.com/sa/en/p/nordli-top-and-plinth-white-50383483/
https://www.ikea.com/sa/en/p/havsten-seat-back-cushion-outdoor-beige-90542499/,HAVSTEN,,"Seat/back cushion, outdoor, beige",SR 595,https://www.ikea.com/sa/en/images/products/havsten-seat-back-cushion-outdoor-beige__1138959_pe880164_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsten-seat-back-cushion-outdoor-beige__1185539_pe898458_s5.jpg?f=s,
